"","Point.Forecast","Lo.80","Hi.80","Lo.95","Hi.95"
"Jan 61",11.6284820785072,-53.0591177142991,76.3160818713135,-87.3026645479362,110.559628704951
"Feb 61",18.6946763636388,-46.0039499582289,83.3933026855066,-80.2533338837589,117.642686611037
"Mar 61",10.8716205470265,-53.8270057748412,75.5702468688942,-88.0763897003713,109.819630794424
"Apr 61",7.16597267432031,-57.5326536475474,71.864598996188,-91.7820375730775,106.113982921718
"May 61",18.8922208848244,-45.8064054370433,83.5908472066921,-80.0557893625734,117.840231132222
"Jun 61",89.5804364022109,24.8818100803432,154.279062724079,-9.36757384518684,188.528446649609
"Jul 61",217.542693188492,152.844066866624,282.241319510359,118.594682941094,316.490703435889
"Aug 61",208.639566482622,143.940940160755,273.33819280449,109.691556235225,307.58757673002
"Sep 61",130.95420249807,66.2555761762025,195.652828819938,32.0061922506725,229.902212745468
"Oct 61",22.434589530258,-42.2640367916097,87.1332158521257,-76.5134207171398,121.382599777656
"Nov 61",2.50045835911474,-62.198167962753,67.1990846809825,-96.447551888283,101.448468606513
"Dec 61",4.56799003243119,-60.1306362845442,69.2666163494066,-94.3800202074845,103.516000272347
"Jan 62",10.3964768760534,-54.4081825542098,75.2011363063166,-88.7136970167344,109.506650768841
"Feb 62",17.9080852596002,-46.8966102974609,82.7127808166613,-81.2021438843571,117.018314403557
"Mar 62",9.34476647609874,-55.4599290809623,74.1494620331598,-89.7654626678585,108.454995620056
"Apr 62",6.16485367066796,-58.6398418863931,70.969549227729,-92.9453754732893,105.275082814625
"May 62",17.4061057338884,-47.3985898231727,82.2108012909494,-81.7041234100689,116.516334877846
"Jun 62",78.3705948339209,13.5658992768598,143.175290390982,-20.7396343100364,177.480823977878
"Jul 62",225.555950282324,160.751254725262,290.360645839385,126.445721138366,324.666179426281
"Aug 62",213.008060325322,148.20336476826,277.812755882383,113.897831181364,312.118289469279
"Sep 62",148.078829314318,83.2741337572566,212.883524871379,48.9686001703604,247.189058458275
"Oct 62",19.5425325049435,-45.2621630521176,84.3472280620046,-79.5676966390137,118.652761648901
"Nov 62",4.29383934924846,-60.5108562078126,69.0985349063095,-94.8163897947088,103.404068493206
"Dec 62",4.39768684699663,-60.4070087065007,69.2023824004939,-94.7125422915103,103.507915985504
"Jan 63",10.57611403444,-54.5308454324631,75.6830735013432,-88.996387867824,110.148615936704
"Feb 63",18.0227771378977,-47.0842851487321,83.1298394245274,-81.5498820135685,117.595436289364
"Mar 63",9.56739518418066,-55.5396671024491,74.6744574708105,-90.0052639672855,109.140054335647
"Apr 63",6.31082559730006,-58.7962366893297,71.4178878839299,-93.2618335541661,105.883484748766
"May 63",17.6227943503144,-47.4842679363153,82.7298566369442,-81.9498648011517,117.195453501781
"Jun 63",80.005088001061,14.8980257144312,145.112150287691,-19.5675711504051,179.577747152527
"Jul 63",224.387547153108,159.280484866478,289.494609439737,124.814888001641,323.960206304574
"Aug 63",212.371095628445,147.264033341815,277.478157915074,112.798436476978,311.943754779911
"Sep 63",145.581908608484,80.474846321854,210.688970895114,46.0092494570176,245.15456775995
"Oct 63",19.9642197712674,-45.1428425153624,85.0712820578972,-79.6084393801988,119.536878922734
"Nov 63",4.03234867994727,-61.0747136066825,69.1394109665771,-95.5403104715189,103.605007831413
"Dec 63",4.42251854432609,-60.6845437385777,69.5295808272299,-95.1501406014416,103.995177690094
"Jan 64",10.5499213620317,-54.7347451378691,75.8345878619325,-89.2943599940125,110.394202718076
"Feb 64",18.0060540566425,-47.2786729179153,83.2907810312004,-81.8383197874084,117.850427900693
"Mar 64",9.53493396695896,-55.7497930075989,74.8196609415168,-90.309439877092,109.37930781101
"Apr 64",6.28954161079401,-58.9951853637638,71.5742685853518,-93.5548322332569,106.133915454845
"May 64",17.5911992505275,-47.6935277240303,82.8759262250854,-82.2531745935234,117.435573094579
"Jun 64",79.7667645691773,14.4820375946195,145.051491543735,-20.0776092748737,179.611138413228
"Jul 64",224.557910571675,159.273183597117,289.842637546232,124.713536727624,324.402284415726
"Aug 64",212.463970664939,147.179243690381,277.748697639497,112.619596820888,312.30834450899
"Sep 64",145.945981535627,80.6612545610689,211.230708510185,46.1016076915758,245.790355379678
"Oct 64",19.9027340712887,-45.3819929032691,85.1874610458466,-79.9416397727622,119.74710791534
"Nov 64",4.0704763117822,-61.2142506627756,69.35520328634,-95.7738975322687,103.914850155833
"Dec 64",4.41889786517855,-60.8658291056897,69.7036248360468,-95.4254759732296,104.263271703587
